id,nombre,nombre_generico_en,sinonimos,estado,candidato_codigo,candidato_nombre,score,candidatos
1563,Fumarico Acido,Iocetamic Acid,,auto,D05AX01,Acido fumarico,1,"[{""codigo"":""D05AX01"",""nombre"":""Acido fumarico"",""score"":1},{""codigo"":""D06AX01"",""nombre"":""Acido fusidico"",""score"":0.813},{""codigo"":""D09AA02"",""nombre"":""Acido fusidico"",""score"":0.813}]"
1566,Fursemida,Furosemide,,auto,C03CA01,Furosemida,0.9,"[{""codigo"":""C03CA01"",""nombre"":""Furosemida"",""score"":0.9}]"
1567,Fusidato Sodio,Ganciclovir Sodium,,sin_candidato,,,,[]
1568,Fusidico Acido,Fusidic Acid,,revisar,D06AX01,Acido fusidico,1,"[{""codigo"":""D06AX01"",""nombre"":""Acido fusidico"",""score"":1},{""codigo"":""D09AA02"",""nombre"":""Acido fusidico"",""score"":1},{""codigo"":""J01XC01"",""nombre"":""Acido fusidico"",""score"":1}]"
1574,Gadobenato Dimeglumina,Gadobenate Dimeglumine,,sin_candidato,,,,[]
1575,Gadobenico Acido,,,revisar,V08CA08,Acido gadobenico,1,"[{""codigo"":""V08CA08"",""nombre"":""Acido gadobenico"",""score"":1},{""codigo"":""D11AX02"",""nombre"":""Acido gamolenico"",""score"":0.9},{""codigo"":""V08CA02"",""nombre"":""Acido gadoterico"",""score"":0.9}]"
1581,Gadoterico Acido,Gadoteridol,,revisar,V08CA02,Acido gadoterico,1,"[{""codigo"":""V08CA02"",""nombre"":""Acido gadoterico"",""score"":1},{""codigo"":""V08CA08"",""nombre"":""Acido gadobenico"",""score"":0.9},{""codigo"":""V08CA10"",""nombre"":""Acido gadoxetico"",""score"":0.9}]"
1584,Gadoxetato Disodio,Gadoxetate Disodium,,sin_candidato,,,,[]
1585,Gadoxetico Acido,Iocetamic Acid,,revisar,V08CA10,Acido gadoxetico,1,"[{""codigo"":""V08CA10"",""nombre"":""Acido gadoxetico"",""score"":1},{""codigo"":""V08CA02"",""nombre"":""Acido gadoterico"",""score"":0.9},{""codigo"":""V08CA08"",""nombre"":""Acido gadobenico"",""score"":0.9}]"
1592,Galio 68ga Cloruro,Calcium Chloride,,sin_candidato,,,,[]
1594,G-amino-b-hidroxibutirico Acido,,,sin_candidato,,,,[]
1595,G-aminobutirico Acido,,,sin_candidato,,,,[]
1596,Gammaglobulina Antihemofilica A,Factor Viii,,sin_candidato,,,,[]
1597,Gammaglobulina Antihemofilica B,Vitamin B12,,sin_candidato,,,,[]
1598,Gamma-hidroxibutirico,Gamma-octalactone,,sin_candidato,,,,[]
1604,Gaxilosa,,,sin_candidato,,,,[]
1605,Gayuba,,,sin_candidato,,,,[]
1606,Gayuba Exto,,,sin_candidato,,,,[]
1609,Gelatina Succinato,Gelatin,,sin_candidato,,,,[]
1610,Gelatina Tanato,Gelatin,,sin_candidato,,,,[]
1616,Geraniol,Geraniol,,sin_candidato,,,,[]
1617,Germanio 68ge,German Cockroach Allergenic Extract,,sin_candidato,,,,[]
1618,Germanio 68ge Cl,Chloride Ion,,sin_candidato,,,,[]
1620,Gimeracilo,,,sin_candidato,,,,[]
1621,Ginkgo Biloba,Ginkgo Biloba Extract,,sin_candidato,,,,[]
1622,Ginkgo Biloba Exto,Ginkgo Biloba Extract,,sin_candidato,,,,[]
1623,Ginkgo Biloba Extracto Seco,Ginkgo Biloba Extract,,sin_candidato,,,,[]
1624,Ginseng Siberiano,Siberian Ginseng Preparation,,sin_candidato,,,,[]
1634,Gliburida,Glyburide,,revisar,G02CB02,Lisurida,0.778,"[{""codigo"":""G02CB02"",""nombre"":""Lisurida"",""score"":0.778},{""codigo"":""N02CA07"",""nombre"":""Lisurida"",""score"":0.778},{""codigo"":""A10BB04"",""nombre"":""Glibornurida"",""score"":0.75}]"
1635,Glicerilguayacol Eter,,,sin_candidato,,,,[]
1636,"Glicerilo, Trinitrato De",,,revisar,C01DA02,Trinitrato de glicerilo,1,"[{""codigo"":""C01DA02"",""nombre"":""Trinitrato de glicerilo"",""score"":1},{""codigo"":""C05AE01"",""nombre"":""Trinitrato de glicerilo"",""score"":1},{""codigo"":""D03AX07"",""nombre"":""Trinitrato de glicerilo"",""score"":1}]"
1639,Glicerofosfato Sodio,Ganciclovir Sodium,,revisar,A02AH91,Sodio bicarbonato,0.75,"[{""codigo"":""A02AH91"",""nombre"":""Sodio bicarbonato"",""score"":0.75}]"
1640,Glicerofosforico Acido,Iocetamic Acid,,revisar,D03AX17,Acido diperoxoclorico,0.813,"[{""codigo"":""D03AX17"",""nombre"":""Acido diperoxoclorico"",""score"":0.813},{""codigo"":""A05BA08"",""nombre"":""Acido glicirricico"",""score"":0.75},{""codigo"":""L04AA06"",""nombre"":""Acido micofenolico"",""score"":0.75}]"
1646,Glicocola,Glycine,,sin_candidato,,,,[]
1647,"Glicoproteina F Del Virus Respiratorio Sincitial En Su Conformacion Prefusion, Arnm Monocatenario Protegido En El Extremo 5′ Que Codifica Para",Tamoxifen,,sin_candidato,,,,[]
1648,Glidiazinamida,,,sin_candidato,,,,[]
1650,Glipentida,,,revisar,A10BB91,Glisentida,0.9,"[{""codigo"":""A10BB91"",""nombre"":""Glisentida"",""score"":0.9}]"
1657,Gluconato Calcio Monohidrato,Calcium Gluconate,,revisar,A12AA03,Gluconato de calcio,0.758,"[{""codigo"":""A12AA03"",""nombre"":""Gluconato de calcio"",""score"":0.758},{""codigo"":""B05XA19"",""nombre"":""Gluconato de calcio"",""score"":0.758},{""codigo"":""D11AX03"",""nombre"":""Gluconato de calcio"",""score"":0.758}]"
1658,Gluconato Hierro,Iron,,revisar,B03AA91,Hierro lactato,0.778,"[{""codigo"":""B03AA91"",""nombre"":""Hierro lactato"",""score"":0.778}]"
1659,Gluconato Sodio,Ganciclovir Sodium,,sin_candidato,,,,[]
1660,Gluconico Acido,Iocetamic Acid,,revisar,D03AX05,Acido hialuronico,0.818,"[{""codigo"":""D03AX05"",""nombre"":""Acido hialuronico"",""score"":0.818},{""codigo"":""M05BA05"",""nombre"":""Acido tiludronico"",""score"":0.818},{""codigo"":""M09AX01"",""nombre"":""Acido hialuronico"",""score"":0.818}]"
1669,Glutamato Magnesio Hidrobromuro,Glutamate,,sin_candidato,,,,[]
1670,Glutamico Acido,Glutamic Acid,,revisar,M01AG03,Acido flufenamico,0.818,"[{""codigo"":""M01AG03"",""nombre"":""Acido flufenamico"",""score"":0.818},{""codigo"":""V08AC03"",""nombre"":""Acido ioglicamico"",""score"":0.818},{""codigo"":""V08AC07"",""nombre"":""Acido iocetamico"",""score"":0.8}]"
1673,Glycine Max (l.)merr,Glycine Propionyl-l-carnitine,,sin_candidato,,,,[]
1674,Glycine Max (l.)merr Exto Seco,Glycine Propionyl-l-carnitine,,sin_candidato,,,,[]
1675,Glycyrrhiza Glabra,Glycyrrhiza Glabra Extract,,sin_candidato,,,,[]
1676,Glycyrrhiza Glabra Raiz,Glycyrrhiza Glabra Extract,,sin_candidato,,,,[]
1679,Gonadotrofina Menopausica Humana,Human Chorionic Gonadotropin,,sin_candidato,,,,[]
1680,Gonadotropina Corionica,Human Chorionic Gonadotropin,,auto,G03GA01,Gonadotrofina corionica,0.962,"[{""codigo"":""G03GA01"",""nombre"":""Gonadotrofina corionica"",""score"":0.962}]"
1681,Gonadotropina Corionica Humana,Human Chorionic Gonadotropin,,sin_candidato,,,,[]
1682,Gonadotropina Serica,Human Chorionic Gonadotropin,,auto,G03GA03,Gonadotrofina serica,0.962,"[{""codigo"":""G03GA03"",""nombre"":""Gonadotrofina serica"",""score"":0.962}]"
1686,Grama,Grama Grass Pollen Extract,,sin_candidato,,,,[]
1691,Grazoprevir Monohidrato,Grazoprevir,,sin_candidato,,,,[]
1692,Grindelia,,,sin_candidato,,,,[]
1693,Grindelia Tintura,,,sin_candidato,,,,[]
1697,Guarana,Guarana Preparation,,sin_candidato,,,,[]
1698,Guayacol Gliceril Eter,Guaiacol,,sin_candidato,,,,[]
1699,Guayacolato De Glicerilo,,,revisar,C01DA02,Trinitrato de glicerilo,0.758,"[{""codigo"":""C01DA02"",""nombre"":""Trinitrato de glicerilo"",""score"":0.758},{""codigo"":""C05AE01"",""nombre"":""Trinitrato de glicerilo"",""score"":0.758},{""codigo"":""D03AX07"",""nombre"":""Trinitrato de glicerilo"",""score"":0.758}]"
1701,H Influenzae,,,sin_candidato,,,,[]
1703,Haemophilus Influenzae Tipo B,Haemophilus Influenzae Type B,,sin_candidato,,,,[]
1705,Hamamelis,Witch Hazel,,sin_candidato,,,,[]
1706,Hamamelis Agua,Witch Hazel,,sin_candidato,,,,[]
1707,Hamamelis Hojas,Witch Hazel,,sin_candidato,,,,[]
1708,Hamamelis Virginiana,Witch Hazel,,sin_candidato,,,,[]
1709,Harpagophytum Exto Seco,Devil's Claw Preparation,,sin_candidato,,,,[]
1710,Harpagophytum Procumbens,Devil's Claw Preparation,,sin_candidato,,,,[]
1712,Hedera Helix L.,Hedera Helix Leaf Extract,,sin_candidato,,,,[]
1713,Hedera Helix L. Extracto Seco,Hedera Helix Leaf Extract,,sin_candidato,,,,[]
1716,Hemina,Hemin,,revisar,B06AB01,Hematina,0.75,"[{""codigo"":""B06AB01"",""nombre"":""Hematina"",""score"":0.75}]"
1717,Hemitiamina,,,sin_candidato,,,,[]
1733,Hialuronico Acido,Iocetamic Acid,,revisar,D03AX05,Acido hialuronico,1,"[{""codigo"":""D03AX05"",""nombre"":""Acido hialuronico"",""score"":1},{""codigo"":""M09AX01"",""nombre"":""Acido hialuronico"",""score"":1},{""codigo"":""R01AX09"",""nombre"":""Acido hialuronico"",""score"":1}]"
1736,Hidrazida Del Acido Isonicotinico,Del-aqua,,sin_candidato,,,,[]
1737,Hidrazida Del Acido Piridin-4-carboxilico,Del-aqua,,sin_candidato,,,,[]
1738,Hidrazinoftalazina,Hydralazine,,sin_candidato,,,,[]
1757,Hidroxicitronelal,Hydroxycitronellal,,sin_candidato,,,,[]
1760,Hidroxicobalamina,Hydroxocobalamin,,revisar,B03BA03,Hidroxocobalamina,0.941,"[{""codigo"":""B03BA03"",""nombre"":""Hidroxocobalamina"",""score"":0.941},{""codigo"":""V03AB33"",""nombre"":""Hidroxocobalamina"",""score"":0.941}]"
1762,Hidroxietilalmidon,,,sin_candidato,,,,[]
1765,Hidroxipolietoxidodecano,,,sin_candidato,,,,[]
1768,Hidroxitricarbalilico Acido,Iocetamic Acid,,sin_candidato,,,,[]
1778,Hierba Luisa,St. John's Wort Extract,,sin_candidato,,,,[]
1780,Hierro Cloruro Tetrahidrato,Iron,,sin_candidato,,,,[]
1781,Hierro (ii) Sulfato,Angiotensin Ii,,sin_candidato,,,,[]
1783,Hierro Sulfato Desecado,Iron,,sin_candidato,,,,[]
1784,Hierro-citrato-colina (ferricitrato Colina),Citicoline,,sin_candidato,,,,[]
1786,H.influenzae Tipo B Polisacarido Conjugado Toxoide Tetanico,Haemophilus Influenzae Type B,,sin_candidato,,,,[]
1787,Hioscina,Scopolamine Hydrobromide,,revisar,C05CA03,Diosmina,0.75,"[{""codigo"":""C05CA03"",""nombre"":""Diosmina"",""score"":0.75}]"
1789,Hisopo Oficinal,Dandelion Extract,,sin_candidato,,,,[]
1792,Histidina,Histidine,,sin_candidato,,,,[]
1793,Histidina Hidrocloruro,Histidine,,sin_candidato,,,,[]
1794,"Histidina, Hidrocloruro De, Monohidrato",,,sin_candidato,,,,[]
1795,Hoja De Frambueso Exto Seco,,,sin_candidato,,,,[]
1796,Homomirteniloxitrietilamina,,,sin_candidato,,,,[]
1797,Hormona Crecimiento,Parathyroid Hormone,,sin_candidato,,,,[]
1798,Hormona Foliculo Estimulante,Follicle Stimulating Hormone,,sin_candidato,,,,[]
1799,Hormona Gonadotrofina Menopausica Humana,Human Chorionic Gonadotropin,,revisar,G03GA02,Gonadotrofina humana de menopausicas,0.872,"[{""codigo"":""G03GA02"",""nombre"":""Gonadotrofina humana de menopausicas"",""score"":0.872}]"
1800,Hormona Paratiroidea,Parathyroid Hormone,,revisar,H05AA03,Hormonas paratiroideas,0.899,"[{""codigo"":""H05AA03"",""nombre"":""Hormonas paratiroideas"",""score"":0.899}]"
1801,Humulus Lupulus Extracto Seco,Hops Extract,,sin_candidato,,,,[]
1802,Humulus Lupulus Tintura Madre,Hops Extract,,sin_candidato,,,,[]
1803,Hwa 486,,,sin_candidato,,,,[]
1804,Hypericum Perforatum,St. John's Wort Extract,,sin_candidato,,,,[]
1805,Hypericum Perforatum  Exto Seco,St. John's Wort Extract,,sin_candidato,,,,[]
1807,Ibandronico Acido,Ibandronic Acid,,auto,M05BA06,Acido ibandronico,1,"[{""codigo"":""M05BA06"",""nombre"":""Acido ibandronico"",""score"":1},{""codigo"":""M05BA04"",""nombre"":""Acido alendronico"",""score"":0.864},{""codigo"":""D03AX05"",""nombre"":""Acido hialuronico"",""score"":0.818}]"
1808,Iberis Amara,Iberis Amara Seed Extract,,sin_candidato,,,,[]
1816,Icosapento De Etilo,Ethyl Loflazepate,,revisar,B01AA08,Biscumacetato de etilo,0.821,"[{""codigo"":""B01AA08"",""nombre"":""Biscumacetato de etilo"",""score"":0.821},{""codigo"":""D01AE10"",""nombre"":""Hidroxibenzoato de etilo"",""score"":0.8},{""codigo"":""N05BA18"",""nombre"":""Loflazepato de etilo"",""score"":0.788}]"
1831,Imelasomeran,,,sin_candidato,,,,[]
1835,Imipenem Monohidrato,Imipenem Monohydrate,,sin_candidato,,,,[]
1848,"Indio (i111), Oxinato De",Diethylstilbestrol,,sin_candidato,,,,[]
1849,"Indio (i111), Pentetato De",Diethylstilbestrol,,sin_candidato,,,,[]
1853,Inhibidor De La Alfa-1 Proteinasa,"Alpha 1-proteinase Inhibitor, Human",,sin_candidato,,,,[]
1854,Inhibidor De La C1 Esterasa,,,sin_candidato,,,,[]
1860,Inmunoglobulina Conejo Anti-linfocitos T Humanos,,,sin_candidato,,,,[]
1861,Inmunoglobulina Conejo Antitimocitos Humanos,"Immunoglobulin A, Human",,sin_candidato,,,,[]
1862,Inmunoglobulina G Humana,"Immunoglobulin G, Human",,sin_candidato,,,,[]
1864,Inmunoglobulina Humana Anti-d,,,revisar,J06BB01,Inmunoglobulina anti-D (rh),0.8,"[{""codigo"":""J06BB01"",""nombre"":""Inmunoglobulina anti-D (rh)"",""score"":0.8}]"
1865,Inmunoglobulina Humana Antihepatitis B,Hepatitis B Immune Globulin,,revisar,J06BB04,Inmunoglobulina antihepatitis B,0.8,"[{""codigo"":""J06BB04"",""nombre"":""Inmunoglobulina antihepatitis B"",""score"":0.8}]"
1866,Inmunoglobulina Humana Antirrabica,"Immunoglobulin A, Human",,sin_candidato,,,,[]
1867,Inmunoglobulina Humana Antitetanica,"Immunoglobulin A, Human",,revisar,J06BB02,Inmunoglobulina antitetanica,0.75,"[{""codigo"":""J06BB02"",""nombre"":""Inmunoglobulina antitetanica"",""score"":0.75}]"
1868,Inmunoglobulina Humana Normal,Human Plasma Preparation,,sin_candidato,,,,[]
1869,Inmunoglobulina Humana Polivalente,"Immunoglobulin A, Human",,sin_candidato,,,,[]
1883,Insulina Isofana,"Insulin, Regular, Human",,revisar,A10AB01,Insulina (humana),0.75,"[{""codigo"":""A10AB01"",""nombre"":""Insulina (humana)"",""score"":0.75},{""codigo"":""A10AB02"",""nombre"":""Insulina (bovina)"",""score"":0.75},{""codigo"":""A10AB03"",""nombre"":""Insulina (porcina)"",""score"":0.75}]"
1884,Insulina Isofana Humana Prb,,,sin_candidato,,,,[]
1888,Insulina Soluble Neutra,,,sin_candidato,,,,[]
1889,Insulina Soluble Neutra Humana Prb,,,sin_candidato,,,,[]
1901,Iodoclorohidroxiquina,Clioquinol,,sin_candidato,,,,[]
1902,Iodoclorohidroxiquinoleina,Clioquinol,,revisar,G01AC01,Diiodohidroxiquinoleina,0.769,"[{""codigo"":""G01AC01"",""nombre"":""Diiodohidroxiquinoleina"",""score"":0.769}]"
1903,Iodoclorooxiquinoleina,Clioquinol,,sin_candidato,,,,[]
1904,Ioflupano 123i,Ioflupane I-123,,revisar,V09IX01,Iobenguano (123I),0.75,"[{""codigo"":""V09IX01"",""nombre"":""Iobenguano (123I)"",""score"":0.75}]"
1920,Isoleucina,Isoleucine,,sin_candidato,,,,[]
1922,Isonicotinico Acido Hidrazida,,,sin_candidato,,,,[]
1923,Isonicotinilhidrazina,Isoniazid,,sin_candidato,,,,[]
1927,Isopropil Alcohol,Isopropyl Alcohol,,sin_candidato,,,,[]
1928,Isopropilantipirina,Propyphenazone,,sin_candidato,,,,[]
1930,Isopropilico Alcohol,Isopropyl Alcohol,,revisar,R02AA03,Alcohol diclorobencilico,0.75,"[{""codigo"":""R02AA03"",""nombre"":""Alcohol diclorobencilico"",""score"":0.75}]"
1932,Isosorbida Dinitrato,Isosorbide Dinitrate,,sin_candidato,,,,[]
1933,Isosorbida Mononitrato,Isosorbide Mononitrate,,sin_candidato,,,,[]
1949,Juglans Regia,Juglans Regia Whole Extract,,sin_candidato,,,,[]
1950,Juglans Regia Tintura Madre,Juglans Regia Whole Extract,,sin_candidato,,,,[]
1963,Lactato Calcio,Calcium Lactate,,revisar,V03AE07,Calcio acetato,0.857,"[{""codigo"":""V03AE07"",""nombre"":""Calcio acetato"",""score"":0.857}]"
1964,Lactato Hierro,Iron,,auto,B03AA91,Hierro lactato,1,"[{""codigo"":""B03AA91"",""nombre"":""Hierro lactato"",""score"":1}]"
1965,Lactato Magnesio,,,sin_candidato,,,,[]
1966,Lactato Sodio,Calcium Lactate,,sin_candidato,,,,[]
1967,Lactico Acido,Lactic Acid,,auto,G01AD01,Acido lactico,1,"[{""codigo"":""G01AD01"",""nombre"":""Acido lactico"",""score"":1},{""codigo"":""G01AD02"",""nombre"":""Acido acetico"",""score"":0.857},{""codigo"":""S02AA10"",""nombre"":""Acido acetico"",""score"":0.857}]"
1970,Lactobacillus Acidophilus,Lactobacillus Acidophilus,,sin_candidato,,,,[]
1971,Lactobacillus Antibiotico Resistentes,,,sin_candidato,,,,[]
1972,Lactobacillus Biphidus,Lactobacillus Bifidus,,sin_candidato,,,,[]
1973,Lactobacillus Bulgaricus,Lactobacillus Delbrueckii Subsp. Bulgaricus,,sin_candidato,,,,[]
1974,Lactobacillus Gasseri,Lactobacillus Gasseri,,sin_candidato,,,,[]
1975,Lactobacillus Lactis,,,sin_candidato,,,,[]
1976,Lactobacillus Plantarum,Lactiplantibacillus Plantarum,,sin_candidato,,,,[]
1977,Lactobacillus Plantarum P 17630,Lactiplantibacillus Plantarum,,sin_candidato,,,,[]
1978,Lactobacillus Rhamnosus,Lacticaseibacillus Rhamnosus,,sin_candidato,,,,[]
1979,Lactobacilos Acidofilos,,,sin_candidato,,,,[]
1980,Lactobionico Acido,Lactobionate,,revisar,C04AC01,Acido nicotinico,0.792,"[{""codigo"":""C04AC01"",""nombre"":""Acido nicotinico"",""score"":0.792},{""codigo"":""C10AD02"",""nombre"":""Acido nicotinico"",""score"":0.792},{""codigo"":""G01AD01"",""nombre"":""Acido lactico"",""score"":0.792}]"
1981,Lactobiosa,Lactobionate,,sin_candidato,,,,[]
1982,Lactoflavina,Riboflavin,,sin_candidato,,,,[]
1983,Lactogluconato Calcio,Calcium,,sin_candidato,,,,[]
1984,Lactogluconico Acido,Iocetamic Acid,,revisar,A05AA06,Acido norucolico,0.75,"[{""codigo"":""A05AA06"",""nombre"":""Acido norucolico"",""score"":0.75},{""codigo"":""A07EB01"",""nombre"":""Acido cromoglicico"",""score"":0.75},{""codigo"":""A16AA05"",""nombre"":""Acido carglumico"",""score"":0.75}]"
1985,Lactona Del Acido Pilocarpinico,Del-aqua,,sin_candidato,,,,[]
1989,L-alanil-l-glutamina,Glutamine,,sin_candidato,,,,[]
1995,Lanolina,Lanolin,,sin_candidato,,,,[]
1996,"Lanolina, Alcoholes De",Lanolin Alcohols,,sin_candidato,,,,[]
2004,L-arginina Hidrocloruro,Arginine,,sin_candidato,,,,[]
2005,Laronidasa,Laronidase,,auto,A16AB05,Laronidase,0.9,"[{""codigo"":""A16AB05"",""nombre"":""Laronidase"",""score"":0.9}]"
2008,Las W-090,Linoleic Acid,,sin_candidato,,,,[]
2013,Latiazen,,,sin_candidato,,,,[]
2014,Laurel Cerezo,,,sin_candidato,,,,[]
2015,Laurel Cerezo Agua,Water,,sin_candidato,,,,[]
2017,Laurilsulfato Sodio,Ganciclovir Sodium,,auto,S02DA93,Laurilsulfato sodico,0.917,"[{""codigo"":""S02DA93"",""nombre"":""Laurilsulfato sodico"",""score"":0.917}]"
2018,Laurilsulfoacetato,,,sin_candidato,,,,[]
2019,Laurilsulfoacetato Sodio,Ganciclovir Sodium,,revisar,S02DA93,Laurilsulfato sodico,0.778,"[{""codigo"":""S02DA93"",""nombre"":""Laurilsulfato sodico"",""score"":0.778}]"
2021,Lavanda,Lavandula Angustifolia Whole Extract,,sin_candidato,,,,[]
2023,Lavandula Angustifolia Mill.,Lavandula Angustifolia Whole Extract,,sin_candidato,,,,[]
2024,Lavandula Officinalis Chaix,,,sin_candidato,,,,[]
2025,Lavandula Spica  L.,English Lavender Oil,,sin_candidato,,,,[]
2028,Lea29y,,,sin_candidato,,,,[]
2041,Leonorus Cardiaca L,Leonurus Cardiaca Extract,,sin_candidato,,,,[]
2042,Lepidium Latifolium L Sumidad Florida,Lepidium Meyenii Whole Extract,,sin_candidato,,,,[]
2043,Lepidium Latifolium L Sumidad Florida Polvo,Cestrum Latifolium Leaf Extract,,sin_candidato,,,,[]
2050,Leucomicina-a3,Josamycin,,sin_candidato,,,,[]
2051,Leuprolida,Leuprolide,,revisar,L02AE02,Leuprorelina,0.75,"[{""codigo"":""L02AE02"",""nombre"":""Leuprorelina"",""score"":0.75}]"
2055,Levarterenol,Norepinephrine Bitartrate,,sin_candidato,,,,[]
2057,Levisticum Officinale Koch.,Levisticum Officinale,,sin_candidato,,,,[]
2069,Levofolinico Acido,Levoleucovorin,,revisar,J01MB05,Acido oxolinico,0.833,"[{""codigo"":""J01MB05"",""nombre"":""Acido oxolinico"",""score"":0.833},{""codigo"":""A07EB01"",""nombre"":""Acido cromoglicico"",""score"":0.75},{""codigo"":""A16AX22"",""nombre"":""Acido tiomolibdico"",""score"":0.75}]"
2089,Lino Semilla,,,sin_candidato,,,,[]
2090,Linum Usitatissimum (semilla),Linum Usitatissimum Whole Extract,,sin_candidato,,,,[]
2097,Lipoproteina Recombinante Fhbp De Neisseria Meningitidis Del Serogrupo B (rlp2086; Subfamilia A),,,sin_candidato,,,,[]
2098,Lipoproteina Recombinante Fhbp De Neisseria Meningitidis Del Serogrupo B (rlp2086; Subfamilia B),,,sin_candidato,,,,[]
2099,Lippia Triphilla,Lippia Sidoides Leaf Oil,,sin_candidato,,,,[]
2113,Llanten Menor,Vinca Minor Extract,,sin_candidato,,,,[]
2114,Lobelia Inflata,Lobelia Inflata Preparation,,sin_candidato,,,,[]
2115,Lobelia Inflata Tintura,Lobelia Inflata Preparation,,sin_candidato,,,,[]
2120,Lonoctocog Alfa,Lonoctocog Alfa,,revisar,B02BD14,Susoctocog alfa,0.85,"[{""codigo"":""B02BD14"",""nombre"":""Susoctocog alfa"",""score"":0.85},{""codigo"":""B02BD09"",""nombre"":""Nonacog alfa"",""score"":0.75}]"
2136,L-tetraiodotironina,Hyoscyamine,,sin_candidato,,,,[]
2148,Lutecio (177lu) Psma-617,Lutetium Lu 177 Vipivotide Tetraxetan,,sin_candidato,,,,[]
2158,Magnesio Bromuro,Magnesium,,sin_candidato,,,,[]
2161,Magnesio Cloruro,Magnesium,,sin_candidato,,,,[]
2162,Magnesio Cloruro Hexahidrato,Magnesium,,sin_candidato,,,,[]
2163,Magnesio Fluoruro,Magnesium,,sin_candidato,,,,[]
2165,Magnesio Ioduro,Magnesium,,sin_candidato,,,,[]
2166,Magnesio Orotato Dihidrato,Magnesium Orotate Dihydrate,,revisar,A12CC09,Orotato de magnesio,0.778,"[{""codigo"":""A12CC09"",""nombre"":""Orotato de magnesio"",""score"":0.778}]"
2172,Maiz,Corn Allergenic Extract,,sin_candidato,,,,[]
2173,Maiz Exto Seco,Corn Allergenic Extract,,sin_candidato,,,,[]
2174,Malico Acido,Malic Acid,,revisar,A05AA03,Acido colico,0.833,"[{""codigo"":""A05AA03"",""nombre"":""Acido colico"",""score"":0.833},{""codigo"":""B03BB01"",""nombre"":""Acido folico"",""score"":0.833},{""codigo"":""B05CA06"",""nombre"":""Acido mandelico"",""score"":0.833}]"
2175,Maltodextrina,Maltodextrin,,sin_candidato,,,,[]
2177,Malva Officinalis,,,sin_candidato,,,,[]
2178,Malvavisco,,,sin_candidato,,,,[]
2179,M-amsa,Amsacrine,,sin_candidato,,,,[]
2180,Manganeso,Manganese,,sin_candidato,,,,[]
2181,Manganeso Carbonato,Manganese Carbonate,,revisar,A06AD01,Magnesio carbonato,0.833,"[{""codigo"":""A06AD01"",""nombre"":""Magnesio carbonato"",""score"":0.833}]"
2182,Manganeso Cloruro,Manganese,,sin_candidato,,,,[]
2183,Manganeso (cloruro De) Tetrahidrato,Methylene Blue,,sin_candidato,,,,[]
2184,Manganeso Sulfato Monohidrato,,,sin_candidato,,,,[]
2189,Manzana,Ethyl 2-methylpentanoate,,sin_candidato,,,,[]
2190,Manzana Exto Liquido,,,sin_candidato,,,,[]
2191,Manzanilla,Triprolidine Hydrochloride 0.938 Mg/ml Oral Solution,,sin_candidato,,,,[]
2195,Maralixibat Cloruro De,Methylene Blue,,auto,A05AX04,cloruro de maralixibat,1,"[{""codigo"":""A05AX04"",""nombre"":""cloruro de maralixibat"",""score"":1},{""codigo"":""V03AB17"",""nombre"":""Cloruro de metiltioninio"",""score"":0.769},{""codigo"":""A06AD19"",""nombre"":""Cloruro de magnesio"",""score"":0.758}]"
2199,Mateina,Caffeine,,sin_candidato,,,,[]
2200,Matricaria Chamomilla   L.rydb.,Matricaria Recutita Extract,,sin_candidato,,,,[]
2201,Matricaria Recutita L.rauschert,,,sin_candidato,,,,[]
2208,Meclicina,Meclizine,,revisar,R06AE05,Meclozina,0.778,"[{""codigo"":""R06AE05"",""nombre"":""Meclozina"",""score"":0.778},{""codigo"":""D10AF04"",""nombre"":""Meclociclina"",""score"":0.75}]"
2215,Mefenamico Acido,Mefenamic Acid,,auto,M01AG01,Acido mefenamico,1,"[{""codigo"":""M01AG01"",""nombre"":""Acido mefenamico"",""score"":1},{""codigo"":""M01AG04"",""nombre"":""Acido meclofenamico"",""score"":0.885},{""codigo"":""M02AA18"",""nombre"":""Acido meclofenamico"",""score"":0.885}]"
2225,Melissa Officinalis,Melissa Officinalis Extract,,sin_candidato,,,,[]
2226,Melissa Officinalis Extracto Seco,Melissa Officinalis Extract,,sin_candidato,,,,[]
2227,Melissa Officinalis Hojas,Melissa Officinalis Extract,,sin_candidato,,,,[]
2234,Menotropina,,,revisar,N04AC01,Benzatropina,0.75,"[{""codigo"":""N04AC01"",""nombre"":""Benzatropina"",""score"":0.75}]"
2238,Menta Piperita Hoja,Peppermint Oil,,sin_candidato,,,,[]
2239,Mentha Pulegium,Mentha Pulegium Extract,,sin_candidato,,,,[]
2240,Meperidina,Meperidine,,revisar,N01AH04,Fenoperidina,0.75,"[{""codigo"":""N01AH04"",""nombre"":""Fenoperidina"",""score"":0.75}]"
2241,Mepifilina,,,revisar,J01CA07,Epicilina,0.8,"[{""codigo"":""J01CA07"",""nombre"":""Epicilina"",""score"":0.8},{""codigo"":""J01CF03"",""nombre"":""Meticilina"",""score"":0.8}]"
2248,Meracovateina,,,sin_candidato,,,,[]
2253,Mercaptobenzotiazol,2-mercaptobenzothiazole,,sin_candidato,,,,[]
2254,Mercaptobenzotiazol Morfolinil,2-mercaptobenzothiazole,,sin_candidato,,,,[]
